label	col_00	col_01	col_02	col_03	col_04	col_05	col_06	col_07	col_08	col_09	col_10	col_11
5	87 kg	0.0262	badminton	Stockton	-0.6314	1628	0.2727	soccer	-628 m	Long Beach	-0.3822	-0.904
4	2163 kg	0.3981	running	Long Beach	0.0385	1256	1.2311	soccer	1496 m	Moreno Valley, Stockton	0.6565	-0.0625
3	-932 kg	-0.5973	boxing	Santa Clarita	0.5183	515	0.0451	golf	121 m	N/A	-0.7006	0.8729
5	1470 kg	-0.3058	running	Stockton	0.9697	-520	0.6448	basketball	-1790 m	Long Beach	1.2745	0.4699
5	99 kg	1.4533	golf	Stockton	1.9514	629	1.863	basketball	-700 m	Santa Clarita	0.8733	0.5491
5	796 kg	-0.2147	badminton	Stockton	0.1886	415	-1.1372	basketball	29 m	Santa Clarita	0.2111	-0.0837
4	990 kg	0.6478	ice hockey	Long Beach	-0.4001	1871	-0.6732	soccer	1312 m	Moreno Valley	0.5822	1.3308
4	292 kg	-0.0941	basketball	San Bernardino, San Francisco	0.3985	434	-0.3012	soccer	192 m	Modesto	0.094	0.9292
3	-106 kg	0.9654	volleyball	San Jose	0.452	132	0.5506	ice hockey	1383 m	Riverside	0.349	-1.6339
3	84 kg	2.0631	running	Santa Clarita	0.1696	1361	0.6777	golf	1623 m	Riverside	-0.3657	0.1466
4	-589 kg	0.4445	basketball	Stockton	1.0007	-339	1.2234	soccer	-687 m	Modesto, Stockton	0.6477	-0.4226
0	118 kg	0.0403	FOOTBALL	Anaheim, Sacramento, Fremont, San Diego, Los Angeles	-0.4005	NULL	1.5991	basketball	-33 m	Fresno	-0.0929	-0.1905
2	2908 kg	-0.0087	volleyball	Irvine	0.4983	1217	1.8154	running	1819 m	Oakland, San Diego	0.9653	0.9286
3	-22 kg	1.3517	boxing	San Jose	0.8698	124	-0.1444	tennis	-775 m	San Francisco	0.0817	0.208
3	784 kg	0.835	baseball	Chula Vista, Irvine	1.4105	1227	1.0241	tennis	613 m	Riverside	0.7445	0.9084
0	2659 kg	0.9243	soccer	Anaheim, San Diego, Fremont	-0.3882	2848	0.6739	baseball	486 m	Sacramento	1.1623	-0.8716
0	-1353 kg	0.338	soccer	Sacramento, Bakersfield, Anaheim, Fremont, Los Angeles	0.2811	-211	-0.1014	baseball	748 m	Fresno	0.6899	1.2658
5	103 kg	0.0548	golf	Stockton	0.0232	219	-1.3693	basketball	2227 m	Santa Clarita	0.479	0.0222
3	-1239 kg	0.5182	baseball	San Francisco, Long Beach	0.7312	NULL	1.4933	tennis	740 m	Riverside	-0.4963	-0.1774
0	-3032 kg	0.6828	football	Anaheim, Los Angeles	-0.3544	1838	0.1009	BASEBALL	-443 m	Fresno	1.0317	0.1283
2	1060 kg	1.0108	volleyball	Irvine, Chula Vista	1.5391	1167	-0.0817	motor sports	419 m	Los Angeles	1.3261	0.993
3	552 kg	0.5339	boxing	Santa Clarita	1.7493	945	-0.5658	ice hockey	643 m	San Francisco	-0.0055	-0.4729
3	-879 kg	2.0944	boxing	Santa Clarita	0.145	305	-0.0285	volleyball	-1814 m	Riverside	0.5401	0.3655
5	698 kg	0.3619	motor sports	Stockton	0.5617	1738	0.0565	basketball	-358 m	Santa Clarita	2.148	0.1408
4	1043 kg	0.3943	basketball	San Francisco	1.1043	1730	0.8496	soccer	-168 m	Stockton	-1.4823	1.916
0	1014 kg	0.921	football	San Jose	1.2347	1091	-0.512	baseball	1846 m	Sacramento	-1.1777	1.1138
2	2773 kg	0.3733	volleyball	Chula Vista	0.2349	678	1.8884	boxing	586 m	Los Angeles, San Bernardino, Oakland	0.7796	0.9619
3	15 kg	0.0897	baseball	Modesto, Fresno	2.0967	414	1.1478	badminton	-2070 m	Riverside	NULL	0.724
5	1398 kg	1.2509	golf	Stockton	0.5668	-34	0.5771	basketball	899 m	Santa Clarita	-1.1937	1.0708
0	687 kg	0.3139	tennis	San Bernardino, San Francisco	0.143	584	0.1123	baseball	1746 m	SACRAMENTO	0.4947	1.0623
2	-279 kg	0.9731	track & field	Modesto, Riverside, Moreno Valley	0.219	1052	-0.3469	running	1636 m	San Diego	1.7406	1.3822
3	545 kg	0.3474	baseball	Santa Clarita	1.8934	1207	1.2583	volleyball	1213 m	San Francisco	1.3843	0.9343
2	-336 kg	0.1335	volleyball	Chula Vista, Oakland	0.2802	-318	0.6622	motor sports	202 m	Los Angeles, San Bernardino, Oakland	1.7263	1.4561
2	888 kg	0.9859	volleyball	Oakland, Irvine	0.9084	191	1.4956	football	-349 m	Fremont, San Bernardino	1.4608	1.013
1	1717 kg	1.2238	track & field	Moreno Valley, Santa Ana	0.988	-59	-0.0279	golf	1756 m	Bakersfield, San Jose, Anaheim	-0.1697	0.8769
0	55 kg	0.9371	soccer	Sacramento, Anaheim, San Diego, Bakersfield	0.0376	-175	0.5876	baseball	2536 m	Fresno	0.0049	1.2436
2	317 kg	0.033	volleyball	Oakland	1.2404	1025	0.6879	motor sports	1159 m	Los Angeles, Oakland, San Bernardino, San Diego	0.4039	0.2109
3	-1536 kg	2.3934	baseball	San Jose	0.299	-114	0.7235	ice hockey	15 m	San Francisco	3.0557	-0.3305
2	948 kg	-0.6305	volleyball	Chula Vista, Oakland	0.2687	1412	1.0968	football	1130 m	Los Angeles, San Diego	1.3692	-0.1847
2	-296 kg	0.512	volleyball	Riverside	0.7498	1445	0.9568	football	1159 m	Los Angeles	0.8174	0.7206
3	1258 kg	1.7214	baseball	San Jose	0.8036	-22	0.3496	tennis	1093 m	Riverside	-0.3911	-1.0435
3	1969 kg	1.4244	boxing	Santa Clarita	1.7995	-1899	1.1969	badminton	1248 m	Riverside	0.2816	n/a
3	1612 kg	1.5206	boxing	San Jose	0.5726	1027	0.2928	badminton	1143 m	San Francisco	0.3983	0.7857
2	170 kg	0.4514	volleyball	Irvine	1.5744	-293	0.9224	running	-327 m	Oakland	2.1243	0.4823
2	1402 kg	-0.877	volleyball	Oakland, Irvine	-0.5331	915	-0.011	boxing	-519 m	Oakland, Los Angeles, San Diego	0.1086	1.5858
4	367 kg	1.2317	ice hockey	San Bernardino, San Francisco	0.4147	-222	0.8004	soccer	-336 m	Stockton, Modesto	-0.4783	-0.0939
0	537 kg	0.3097	tennis	San Diego	0.0947	1269	0.959	baseball	315 m	Sacramento	2.1934	0.437
0	1039 kg	0.1664	tennis	Bakersfield, San Diego, Los Angeles, Fremont	1.2494	1138	1.0887	motor sports	3033 m	Sacramento	0.4459	-0.3119
2	127 kg	0.1781	volleyball	Chula Vista, Irvine	-1.7156	1878	-0.8539	soccer	765 m	Fremont, Oakland	2.2546	1.2153
1	-689 kg	0.0931	track & field	Moreno Valley	0.8431	-1266	2.0135	baseball	602 m	Irvine, San Jose, Santa Ana	2.3883	0.1938
3	-1013 kg	0.1114	baseball	Santa Clarita	0.622	750	1.6301	badminton	983 m	San Francisco	0.4371	0.3462
1	-335 kg	0.4635	track & field	Moreno Valley, Riverside, Santa Ana, Modesto	0.8333	375	1.3009	track & field	1950 m	Irvine, Anaheim, Chula Vista, San Jose	-0.3506	0.0815
4	1822 kg	0.0758	basketball	San Diego, Sacramento	1.234	1130	0.5615	soccer	363 m	moreno valley	-0.3693	-0.8592
2	560 kg	1.1659	volleyball	Oakland, Irvine	1.6372	101	-0.0573	running	621 m	Oakland	1.586	1.2318
4	-92 kg	-0.5935	volleyball	San Bernardino, San Francisco	1.199	250	0.4106	soccer	1251 m	Moreno Valley, Stockton	2.142	-1.1626
2	-549 kg	0.7136	volleyball	Irvine, Chula Vista	0.2166	243	-1.0088	motor sports	113 m	Oakland, San Diego, San Bernardino	1.6721	1.3855
2	883 kg	-0.3993	volleyball	Oakland, Chula Vista	0.4478	1602	0.9754	football	1732 m	San Diego	0.2611	0.7198
3	-467 kg	-0.9356	boxing	San Jose	0.0423	201	0.9463	badminton	-372 m	San Francisco	-0.6728	-0.314
3	90 kg	1.5724	boxing	San Jose	0.0583	-803	2.1669	volleyball	547 m	Riverside	0.0557	0.5292
1	-142 kg	0.9155	track & field	Fresno, Santa Ana, Modesto, Moreno Valley	-0.2999	-754	1.6814	track & field	1153 m	Bakersfield	0.4917	0.6436
1	-77 kg	-0.6363	motor sports	Modesto	0.1677	-1693	NULL	track & field	1429 m	Irvine	0.0961	0.2633
4	791 kg	1.059	basketball	San Francisco, Long Beach	-0.1453	974	1.5066	soccer	459 m	Moreno Valley	-0.6682	-0.7818
2	1739 kg	0.6657	volleyball	Oakland, Chula Vista	1.5212	162	1.8352	boxing	1080 m	San Bernardino, Fremont, Los Angeles	0.4536	1.1003
0	1070 kg	0.3004	football	Los Angeles, Sacramento, Fremont	0.0764	834	0.765	baseball	996 m	Fresno	0.8256	0.8649
2	929 kg	1.1845	ice hockey	Oakland	-0.4944	1204	1.374	running	532 m	San Bernardino, Oakland	0.9325	1.0839
5	1317 kg	-0.149	badminton	Irvine	0.6047	1208	0.7065	basketball	1764 m	Santa Clarita	-0.6152	1.6335
2	916 kg	-0.9608	volleyball	Oakland, Irvine	0.5118	1169	0.3268	boxing	2100 m	San Diego, Los Angeles, Fremont	0.312	-0.3345
0	1022 kg	0.2728	football	Sacramento, San Diego, Anaheim, Fremont, Los Angeles	1.0466	1611	-0.9868	baseball	-92 m	Sacramento	-0.1522	1.3974
5	2007 kg	1.0925	badminton	Stockton	0.0981	1275	-0.4793	Basketball	-444 m	Santa Clarita	-0.3953	0.2953
2	1717 kg	0.376	volleyball	iRVINE	0.549	2038	-0.1995	boxing	1918 m	San Diego, Los Angeles, Oakland	0.8063	0.8613
0	1271 kg	1.3604	soccer	San Jose	0.4751	932	0.1192	baseball	1763 m	Sacramento	1.5959	1.2814
5	1191 kg	-0.4027	golf	Stockton	1.448	-176	-0.4676	basketball	-177 m	Santa Clarita	-0.7604	0.4442
4	-414 kg	1.3946	basketball	San Bernardino	0.9268	1918	0.6922	soccer	2577 m	Modesto	0.3625	-0.2194
4	-326 kg	0.288	basketball	San Francisco, San Bernardino	0.5008	2213	0.2809	soccer	204 m	Anaheim, Santa Ana, Bakersfield, Irvine	1.3056	1.4422
3	-110 kg	1.7314	baseball	San Jose	0.8716	-146	-0.1924	tennis	1237 m	Riverside	-0.2216	0.9958
3	673 kg	1.1931	track & field	San Jose	1.4719	135	-0.0744	volleyball	554 m	Riverside	0.1558	0.3925
3	-758 kg	2.6449	baseball	Santa Clarita	0.2561	872	-0.3231	volleyball	-283 m	San Francisco	0.5103	-0.9121
1	-551 kg	-0.4716	ice hockey	Modesto		-482	-0.3248	NULL	459 m	San Jose, Anaheim, Santa Ana	1.1328	0.1209
1	381 kg	1.2412	motor sports	Modesto, Riverside, Fresno	0.6288	421	0.2512	baseball	2040 m	San Jose, Bakersfield, Santa Ana	-0.3494	0.9643
4	616 kg	0.2778	basketball	San Bernardino, Long Beach	0.9434	799	1.8577	soccer	1792 m	Stockton, Moreno Valley	1.6854	0.6315
3	456 kg	1.1424	baseball	Santa Clarita	1.357	249	0.0795	tennis	-1556 m	Santa Clarita	-0.3612	0.0752
1	-179 kg	1.1737	track & field	Santa Ana, Riverside, Modesto, Fresno	0.8375	692	2.1801	track & field	-498 m	Santa Ana, Anaheim	2.8269	-0.3443
3	-695 kg	0.5447	baseball	San Jose	1.8393	337	0.4211	volleyball	1335 m	San Francisco	-0.2335	0.2885
5	549 kg	-0.5716	badminton	Stockton	1.2093	506	1.808	basketball	68 m	Long Beach	0.3075	0.6999
2	-11 kg	0.927	volleyball	Fresno	-0.7612	286	0.1365	badminton	2847 m	Fremont, Oakland, San Bernardino	0.8208	0.3209
5	2709 kg	0.3119	badminton	Stockton	-0.3134	1285	1.1632	soccer	-209 m	Long Beach	-0.2077	1.0854
5	1433 kg	1.2717	running	Stockton	1.2775	415	0.2061	basketball	-373 m	Santa Clarita	1.8876	1.1534
3	-1052 kg	0.9729	baseball	Santa Clarita	0.1625	195	-0.2266	badminton	-735 m	Riverside	0.5213	0.3337
2	272 kg	1.0505	volleyball	Oakland	0.5835	234	-0.2772	running	2240 m	Fremont, San Bernardino, San Diego, Oakland	1.7752	1.6131
0	2185 kg	0.9724	tennis	San Diego, Bakersfield, Los Angeles, Anaheim	-0.0885	550	1.5499	baseball	-464 m	Sacramento	0.7843	-0.1019
3	1491 kg	0.5819	boxing	Santa Clarita	-0.0009	127	2.0578	TENNIS	191 m	San Francisco	1.5369	-0.1016
4	188 kg	1.2763	ice hockey	San Francisco, San Bernardino	0.4464	1918	1.8694	soccer	1239 m	Modesto, Moreno Valley	1.0691	0.8104
1	333 kg	0.787	motor sports	Modesto, Santa Ana, Fresno, Moreno Valley	0.6243	1053	0.9537	track & field	1168 m	Anaheim, Irvine, Chula Vista, San Jose	1.1632	1.3236
2	997 kg	0.8735	volleyball	Chula Vista	0.3508	428	0.3737	boxing	-1619 m	San Diego	1.4178	0.0072
2	467 kg	-0.6991	volleyball	Oakland	1.6096	1686	-0.6862	football	-578 m	Los Angeles, San Bernardino	1.5102	2.0413
5	1467 kg	0.6389	badminton	Stockton	2.4569	513	3.0343	basketball	-969 m	Santa Clarita	0.2946	0.121
4	1301 kg	0.0508	ice hockey	Long Beach	0.9391	1803	0.0616	soccer	-363 m	Modesto	0.728	-1.8417
4	-717 kg	1.0902	basketball	San Francisco	2.0149	393	0.588	soccer	1510 m	Stockton	-0.0957	-0.8083
1	-650 kg	0.2252	motor sports	Riverside, Fresno, Moreno Valley, Santa Ana	-0.8852	1236	-1.4771	golf	274 m	San Diego, Fremont	1.0108	0.2827
5	305 kg	0.9598	boxing	Stockton	1.2578	2244	-0.6047	basketball	117 m	Long Beach	0.665	0.6621
3	983 kg	0.0054	baseball	San Jose	0.6567	-248	-0.0817	ice hockey	-476 m	San Francisco	1.3609	1.0967
2	418 kg	0.6264	volleyball	Chula Vista, Oakland	0.0087	542	1.0153	motor sports	1176 m	San Bernardino, San Diego, Oakland, Fremont	0.3067	1.3161
2	-282 kg	0.6675	volleyball	Irvine, Chula Vista	0.6733	595	0.4444	football	1548 m	San Diego	1.1022	1.128
2	-691 kg	-0.8238	volleyball	Oakland, Chula Vista	0.3922	2022	-1.0563	running	-902 m	Oakland, Los Angeles, Fremont, San Bernardino	0.9251	-0.2711
0	1387 kg	0.1189	football	Long Beach, San Francisco	0.0681	1619	-0.3567	baseball	1372 m	Fresno	0.6639	0.455
3	157 kg	1.8364	baseball	Irvine	1.2451	-1116	2.7349	ice hockey	320 m	Riverside	0.1777	0.4587
0	1182 kg	0.0224	soccer	Los Angeles, Fremont, Sacramento	0.303	628	0.8124	baseball	873 m	Fresno	1.8181	2.4584
4	-269 kg	0.7353	basketball	San Bernardino, Long Beach	-0.0028	1609	1.0756	soccer	826 m	Stockton	-0.6029	0.763
3	?	0.7072	baseball	San Jose	2.1085	299	0.1089	ICE HOCKEY	476 m	n/a	0.527	-0.6837
4	353 kg	0.6328	ice hockey	Irvine	-0.9944		-0.6009	soccer	1936 m	Moreno Valley, Stockton	0.4875	-0.424
4	225 kg	0.7468	basketball	Sacramento, Bakersfield, Fremont, San Diego	1.2706	1730	1.3142	basketball	1147 m	Stockton	0.3101	-0.64
1	1565 kg	0.7778	motor sports	Modesto, Fresno	-0.6381	-602	-1.3512	track & field	-232 m	irvine	0.7993	-0.36
2	517 kg	0.1939	volleyball	Riverside	0.596	319	0.3947	motor sports	2002 m	San Diego, San Bernardino	1.2601	0.8819
4	850 kg	-0.4182	ice hockey	Moreno Valley, Modesto, Santa Ana	1.8904	2250	1.0022	soccer	2411 m	Moreno Valley	-0.4347	-0.5014
2	-310 kg	1.4306	volleyball	cHULA vISTA	0.0396	1125	0.9204	baseball	2010 m	Los Angeles, Oakland, San Diego, San Bernardino	-0.2987	1.7036
5	2088 kg	0.2567	running	Stockton	0.7544	-242	1.1112	basketball	651 m	Long Beach	0.4169	0.7376
2	265 kg	-1.258	volleyball	San Francisco, Long Beach	-0.1434	90	2.7488	running	2495 m	San Diego, San Bernardino, Fremont	1.6659	-0.5222
2	-410 kg	0.4945	volleyball	Oakland, Chula Vista	1.0307	927	0.1939	FOOTBALL	2001 m	Riverside	0.5763	0.8722
3	-1594 kg	1.7258	baseball	n/a	-0.6706	721	0.1099	ice hockey	1156 m	San Francisco	-0.925	0.1835
2	374 kg	1.5335	baseball	Oakland, Irvine	-0.8866	39	-0.1395	motor sports	1812 m	San Bernardino, Los Angeles, Fremont	1.1078	0.9389
0	1649 kg	0.8204	football	Sacramento, Fremont	2.3617	1605	-0.9555	baseball	590 m	Fresno	1.6765	0.4699
4	273 kg	-0.3915	basketball	Long Beach	0.6364	30	0.6896	Soccer	1919 m	Moreno Valley, Stockton	1.4518	-0.74
1	-627 kg	-0.2627	motor sports	Modesto, Riverside, Santa Ana	-0.8538	220	0.0039	golf	944 m	Anaheim, Chula Vista, Santa Ana	-0.3966	0.9761
5	1028 kg	0.1617	badminton	Stockton	0.3594	630	-0.2704	basketball	457 m	Long Beach	2.4758	0.1051
0	-992 kg	1.2918	tennis	NULL	1.3978	-27	0.8423	running	2044 m	Fresno	0.3984	1.2847
5	456 kg	0.2497	running	Stockton	1.5812	4	1.1374	soccer	707 m	Santa Clarita	0.0888	1.6421
2	1886 kg	1.207	None	Irvine, Chula Vista	0.1097	934	0.7171	soccer	675 m	San Bernardino	0.0416	-0.1416
3	-623 kg	1.4659	baseball	Santa Clarita	-0.6153	303	0.9015	tennis	786 m	Stockton	-0.1523	0.481
1	141 kg	1.9757	soccer	Oakland, Chula Vista	1.3563	-913	0.0637	track & field	1379 m	Santa Ana	0.0207	-0.0543
0	1881 kg	0.1225	tennis	Santa Ana, Modesto	0.9159	2477	2.3432	baseball	254 m	Fresno	1.0991	0.8861
2	-490 kg	-0.0017	volleyball	Irvine	0.8191	606	-1.1173	motor sports	-890 m	Oakland, Fremont, San Diego, San Bernardino	1.9359	0.6576
1	-271 kg	1.1722	motor sports	Riverside, Santa Ana, Fresno, Moreno Valley	1.4475	222	1.337	track & field	-71 m	San Jose, Bakersfield, Anaheim, Santa Ana, Irvine	1.4429	1.3181
1	70 kg	0.7273	motor sports	rIVERSIDE	0.5066	-747	0.448	track & field	-1104 m	Bakersfield, Anaheim, San Jose, Irvine, Chula Vista	-0.2018	0.6924
4	-471 kg	0.9372	basketball	Long Beach	1.9698	695	1.554	soccer	-293 m	Stockton, Modesto	0.6259	0.2629
2	1382 kg	0.431	volleyball	Irvine, Chula Vista	0.7942	1433	0.4455	track & field	-680 m	San Bernardino, Fremont	-0.0301	0.7358
2	626 kg	0.1545	volleyball	Chula Vista	0.0247	-272	0.4981	running	751 m	Oakland, Fremont, San Diego	0.1974	0.6299
4	84 kg	0.0795	basketball	Long Beach	-0.5206	558	1.1375	soccer	734 m	Modesto, Moreno Valley	0.0755	1.1681
2	-585 kg	0.2751	volleyball	Irvine, Oakland	0.9301	984	0.3832	motor sports	393 m	Fremont, San Diego	1.3871	0.8111
4	-279 kg	0.6092	None	Long Beach	1.6309	359	0.4187	N/A	1008 m	Modesto, Stockton	0.6701	0.7178
5	1284 kg	-0.1683	golf	stockton	2.1234	402	0.8266	basketball	526 m	Fresno	0.5016	0.7379
4	-553 kg	0.0572	basketball	San Bernardino	0.5594	596	1.7011	soccer	-383 m	Stockton, Moreno Valley	-0.114	0.0968
2	21 kg	1.4875	volleyball	Chula Vista, Irvine	0.1264	624	-0.4759	football	1779 m	San Diego, Los Angeles	1.2224	0.1093
0	-267 kg	-0.0481	tennis	San Francisco, Long Beach	0.2611	1132	-1.6623	baseball	1351 m	Sacramento	1.2773	0.5597
3	-2272 kg	0.6258	running	San Jose	1.2508	-154	2.0316	badminton	1064 m	San Francisco	0.4005	-0.3514
1	62 kg	1.765	None	Modesto, Moreno Valley	0.993	-988	1.3216	track & field	1124 m	Anaheim, Irvine, Chula Vista, San Jose	0.5431	0.4701
4	872 kg	-0.0434	basketball	San Francisco, Long Beach	0.5791	1268	0.4116	soccer	-906 m	Stockton	0.9986	-0.3475
4	295 kg	0.3438	ice hockey	Fresno, Riverside, Modesto, Moreno Valley	0.0594	779	-0.3477	soccer	179 m	Stockton, Modesto	1.2504	1.4842
0	289 kg	-0.3098	soccer	Fremont	0.7103	1521	1.6859	running	-863 m	fRESNO	1.678	-1.1076
4	334 kg	0.9594	Ice Hockey	San Jose	0.9406	629	2.7739	soccer	-853 m	Stockton, Modesto	0.129	0.0699
3	652 kg	1.0293	baseball	Santa Clarita	1.1339	-1126	-0.9395	badminton	1113 m	San Francisco	NULL	0.7395
0	693 kg	0.4811	football	San Diego, Bakersfield, Los Angeles	-0.2187	770	0.5361	baseball	499 m	Sacramento	-0.0895	0.3659
1	-2027 kg	1.5669	track & field	Modesto, Fresno	0.7192	n/a	0.7811	volleyball	-915 m	Irvine, Chula Vista, San Jose, Santa Ana	0.7974	0.8556
2	-629 kg	-0.4903	motor sports	Chula Vista, Irvine	0.0461	-163	0.5882	football	1970 m	San Bernardino, Los Angeles, San Diego, Fremont	1.5643	1.2955
2	-1217 kg	1.4914	tennis	Oakland, Irvine	-0.1313	-337	0.115	basketball	1243 m	Sacramento	2.7495	1.847
5	865 kg	0.5496	golf	Stockton	0.1187	495	0.8316	basketball	-216 m	Long Beach	1.571	1.4408
1	-505 kg	0.3967	motor sports	Santa Ana	0.2294	-826	1.3715	track & field	583 m	Irvine	0.7045	0.1449
0	490 kg	0.4604	tennis	Sacramento, Bakersfield	0.3769	842	2.2265	baseball	1077 m	Fresno	1.4511	0.7139
3	-801 kg	0.7625	boxing	Santa Clarita	0.4515	714	-0.1732	ice hockey	1431 m	San Francisco	-0.1078	-0.1686
3	590 kg	NULL	BOXING	San Jose	0.2604	-535	1.154	ice hockey	570 m	Riverside	0.8881	-0.1129
0	1324 kg	-0.0218	football	Los Angeles, Fremont, Bakersfield, San Diego, Sacramento	1.0173	580	1.0529	baseball	-1173 m	Fresno	0.0693	0.942
5	1516 kg	-0.1509	running	Stockton	0.469	1942	-0.3632	basketball	521 m	Los Angeles, San Bernardino, Fremont	0.9355	1.4546
0	-40 kg	-0.0239	football	Irvine	1.6243	174	1.0749	baseball	303 m	Sacramento	0.67	-0.6896
3	687 kg	-0.3062	baseball	San Jose	1.0526	196	0.7927	volleyball	-175 m	Riverside	0.5412	0.0797
1	493 kg	0.9452	track & field	Riverside, Modesto, Moreno Valley	-0.4031	1524	1.069	golf	15 m	Santa Ana, Chula Vista	-0.3338	1.332
0	2002 kg	2.0581	soccer	Anaheim, San Diego, Los Angeles	-0.3324	None	2.1703	baseball	1652 m	Sacramento	0.3595	0.6707
5	438 kg	-0.0469	GOLF	Stockton	-0.1881	1515	-0.0433	baseball	-62 m	Santa Clarita	-0.9455	0.1785
0	1338 kg	0.5102	football	Los Angeles, San Diego, Bakersfield, Anaheim	0.7729	1783	0.4802	baseball	2450 m	Sacramento	-0.5789	0.3208
4	1869 kg	0.4741	basketball	San Francisco	1.1615	704	1.1242	soccer	1091 m	Stockton, Moreno Valley	2.2809	-0.2281
5	2121 kg	-0.2242	running	Stockton	1.2464	631	-0.2491	basketball	268 m	Long Beach	0.3644	1.7285
3	1525 kg	1.6585	boxing	Santa Clarita	0.4199	333	3.1771	ice hockey	537 m	Riverside	0.2191	-0.0485
5	-161 kg	0.7617	badminton	Stockton	0.5144	452	2.7256	basketball	1998 m	Long Beach	0.1648	-0.3337
0	520 kg	-0.3212	football	Los Angeles, Fremont, San Diego, Anaheim	0.7402	1136	-0.4549	baseball	3076 m	Fresno	2.1382	0.9633
3	164 kg	0.5584	baseball	San Jose	0.0815	80	1.8492	TENNIS	-2539 m	Riverside	-0.2199	0.2375
0	1620 kg	0.2955	boxing	Bakersfield, Fremont	2.3313	995	0.9074	badminton	57 m	Fresno	1.2893	1.0982
2	1308 kg	0.4029	volleyball	Irvine	1.0478	928	1.2916	motor sports	-382 m	San Diego, Los Angeles	0.8924	-0.1239
1	-1100 kg	1.6505	track & field	Modesto, Fresno	0.8685	531	0.8645	golf	817 m	Irvine, Chula Vista, Bakersfield, San Jose	2.0178	1.4959
5	948 kg	-0.0092	boxing	Stockton	0.6223	1330	1.9682	basketball	2227 m	Long Beach	1.38	-0.0369
3	1573 kg	0.7793	baseball	Santa Clarita	-0.0795	1443	n/a	tennis	-80 m	Riverside	0.0918	-0.0638
0	140 kg	-0.4353	football	Los Angeles, Sacramento, Anaheim, Fremont	1.8498	-313	-0.6295	baseball	420 m	Sacramento	2.001	0.8091
3	1190 kg	0.3069	boxing	San Jose	-0.6253	-524	1.1949	badminton	-1912 m	San Francisco	0.6204	-1.0379
1	752 kg	0.0297	track & field	Fresno, Riverside, Moreno Valley, Santa Ana	0.0806	-901	-0.3104	track & field	-372 m	San Jose, Santa Ana, Chula Vista	0.4867	-0.449
0	-318 kg	0.6396	basketball	Los Angeles	1.0049	752	2.1932	baseball	-404 m	Sacramento	2.1525	0.955
1	-1070 kg	1.0928	motor sports	Riverside, Santa Ana	-0.9122	1266	0.7998	golf	-228 m	Bakersfield, Chula Vista, Santa Ana	0.3444	2.036
4	892 kg	-0.164	volleyball	San Francisco, San Bernardino	0.8806	893	0.3187	basketball	2338 m	Stockton, Modesto	-0.72	1.6054
1	-407 kg	0.8036	motor sports	San Jose	1.1692	-205	-0.4769	golf	656 m	Irvine, Chula Vista, Santa Ana	0.1831	0.6876
3	-841 kg	1.2898	boxing	Modesto	-0.7293	285	0.6095	tennis	2180 m	Riverside	1.2395	0.66
4	1926 kg	0.5886	golf	San Bernardino	0.0273	1197	1.7755	soccer	2177 m	Modesto	1.6356	1.2852
4	1937 kg	0.3157	basketball	San Bernardino, San Francisco	0.8707	226	0.3326	soccer	519 m	Modesto, Stockton	0.5634	1.0563
2	-1404 kg	1.1117	boxing	Chula Vista, Oakland	1.2048	838	-0.3834	motor sports	1172 m	San Diego, Oakland	0.682	2.0456
0	2725 kg	-0.4578	soccer	Los Angeles, Bakersfield	1.0458	2001	0.4298	baseball	-372 m	Fresno	0.9834	0.8064
5	-380 kg	-0.5652	badminton	Stockton	0.6735	282	1.4387	basketball	294 m	Long Beach	0.412	1.6311
5	1093 kg	-0.3881	badminton	Stockton	0.3896	924	1.6048	basketball	762 m	Long Beach	-0.4656	-0.3118
4	527 kg	0.503	basketball	Long Beach	0.0637	898	0.2575	soccer	2565 m	Stockton, Modesto	-0.5624	0.3951
5	984 kg	0.4877	golf	San Francisco	-0.4461	954	0.0471	basketball	-874 m	Long Beach	-0.9152	0.1214
4	3033 kg	-0.7811	boxing	San Bernardino, Long Beach	0.701	648	0.2618	soccer	2175 m	Modesto, Moreno Valley	0.6984	-0.5833
4	873 kg	0.2649	basketball	Long Beach	0.8393	1333	0.0682	baseball	198 m	Modesto, Moreno Valley	0.636	-0.97
0	789 kg	0.132	motor sports	n/a	0.2725	-975	0.448	baseball	-220 m	Fresno	0.807	-0.3837
0	1556 kg	1.6315	football	CHULA VISTA	0.5874	-260	0.0964	baseball	1704 m	Fresno	3.0788	1.7198
1	-287 kg	-0.639	motor sports	Riverside, Moreno Valley, Fresno, Santa Ana	-0.3571	-1370	0.1593	track & field	-326 m	Santa Ana, San Jose, Bakersfield	0.1271	0.8082
1	452 kg	1.5722	motor sports	Fresno, Moreno Valley	1.6107	-173	3.3435	golf	454 m	Santa Ana, Bakersfield, San Jose, Anaheim	-0.2738	0.6778
0	-428 kg	0.2215	football	Moreno Valley	0.7949	1048	-0.4828	baseball	516 m	Fresno	0.4193	0.0937
0	1174 kg	-1.3339	tennis	Fremont, San Diego, Anaheim	1.2504	1400	1.7611	baseball	755 m	Fresno	1.1717	1.1538
1	1876 kg	0.5267	motor sports	Modesto, Moreno Valley, Fresno	0.1507	550	-0.2664	golf	206 m	Chula Vista, San Jose, Irvine, Santa Ana	-0.429	1.0914
